tweet,Airtel_Pos,Airtel_Neut,Airtel_Neg,Saf_Pos,Saf_Neut,Saf_Neg,clean_tweets
"b'@lewiekabz Vipi Lewie,\nTunatumai uko salama.\n\nTo top up your Betika Account, go to your Airtel SIM tool kit menu, s\xe2\x80\xa6 https://t.co/8aJdzHfbfo'b'@manu008u @omwambaKE @Safaricom_Care I attest and confirm this,,,She seems to have got issues,No Client etiquecy at\xe2\x80\xa6 https://t.co/vCmWxa4rwj'",1,0,0,0,0,1,b vipi lewie ntunatumai uko salama n nto top betika account airtel sim tool kit menu xe x xa attest confirm seems issues client etiquecy xe x xa
"b'@AIRTEL_KE check DM'b'@ArapTilingi Confirmed. Ksh2,500.00 sent to MTANDAO AFRITECH SOLUTIONS LIMITED for account MT30978 on 26/5/22 at 5:\xe2\x80\xa6 https://t.co/Gadpeckd3S'",0,1,0,0,0,1,b check b confirmed ksh sent mtandao afritech solutions limited account mt xe x xa
@AIRTEL_KE your network sucks🚮b'RT @WoodPeaker1: @SafaricomPLC has made it easier while doing transactions.Uninstall your MPESA application using this link  https://t.co/O\xe2\x80\xa6',0,0,1,1,0,0,network sucks b rt made easier transactions uninstall mpesa application link
"b'@AIRTEL_KE my unemployed ass can\xe2\x80\x99t keep up with yall, siwezi nunua bando mara tatu in one day \xf0\x9f\x98\x92'@RostneWakhungu Hi Rostne. ^RO",0,0,1,0,1,0,b unemployed ass xe x x keep yall siwezi nunua bando mara tatu one day xf x f x x rostne ro
"@SheilahBirgen It looks like someone in Safaricom picked lessons learned from Revolut     community. It will be interesting to watch if this plays out in Egypt, Nigeria and Gabon for Vodafone, MTN and Airtel, respectively while the banks continue to sleep.   https://t.co/ZuCKPxzVf5",0,1,0,1,0,0,looks like someone safaricom picked lessons learned revolut community interesting watch plays egypt nigeria gabon vodafone mtn airtel respectively banks continue sleep
@AIRTEL_KE @omwambaKE That's all you can say@BravinYuri So failing to dial that number your Simcard can easily be swapped at an MPESA Agent without your origin… https://t.co/PcUKiLZyea,0,1,0,0,0,1,say failing dial number simcard easily swapped mpesa agent without origin
"@Safaricom_Care kindly check dms@Pablito_ke Hi, please dm the complete mpesa messages we check. ^Caro",1,0,0,1,0,0,kindly check dms please complete mpesa messages check
"@Airtel_Ug company ranks on the web.
The 100mins would help in making calls to company clients to keep in touch and… https://t.co/tt839uQZR9Kenya : Safaricom et Visa proposent une carte virtuelle pour les transactions internationales",1,0,0,0,1,0,company ranks web mins would help making calls company clients keep touch safaricom et visa proposent une carte virtuelle pour les transactions internationales
"@BlackedJuicy_ Hehe, 😳^Jamo@SafaricomPLC this issue of sending money to the wrong person then ......by bad  luck they had fuliza and hence the transaction cannot be reversed......that's so absurd 🤔🤔😱😱😡kindly look into this issue to safeguard loss of money by innocent customers",0,1,0,1,0,0,hehe issue sending money wrong person bad luck fuliza hence transaction cannot reversed absurd kindly look issue safeguard loss money innocent customers
"b'@Airtel_Ug can your corporate lines be registered for Airtel money services?'Infact you should thank safaricom for calling you dear everyday , something you lack🤸🤸",0,1,0,1,0,0,b corporate lines registered airtel money services infact thank safaricom calling dear everyday something lack
@AIRTEL_KE No change @AIRTEL_KE@Obi_kenya001 Welcome. ^MS,0,0,1,1,0,0,change welcome ms
@NationAfrica 😂😂@airtelke kujeni hapaab'@wellsgerge @ArapTilingi @Safaricom_Care Seriously? I think you are getting a raw deal.. They should check your rou\xe2\x80\xa6 https://t.co/0mIySdGzbW',0,1,0,0,0,1,kujeni hapaab seriously think getting raw deal check rou xe x xa
Airtel huwa na bonga points kama safaricom btw,0,1,0,0,1,0,airtel huwa bonga points kama safaricom btw
@LynnMubiru @EddiePages @realmadriden 😊 on Airtel?@Safaricom_Care What is happening honestly!!....Am frustrated since yesterday that I cannot replace my simcard even… https://t.co/xy15KbC2gd,0,1,0,0,0,1,airtel happening honestly frustrated since yesterday cannot replace simcard even
"b'@karis_gaz On it  . ^Caro'@Safaricom_Care @BrayoehNgetich How insecure are your systems such that third party access our data,I fact am moving to telkom",0,1,0,0,0,1,b insecure systems third party access data fact moving telkom
@Airtel_Ug @RuthMugisa No I just restricted apps from using My data unless I open it.@DanteKisentu You can send money to Tanzania kwa kupitia safaricom kuja Mpesa  Tanzania simple tu,0,0,1,0,1,0,restricted apps data unless open send money tanzania kupitia safaricom kuja mpesa tanzania simple
@OleItumbi @Safaricom_Care @Safaricom_Care  iam unable to buy text messages data from another sim card its says it doesn't exist. What's happening or  i withdraw to @AIRTEL_KE,1,0,0,0,0,1,iam unable buy text messages data another sim card says exist happening withdraw
"@EmurugatJohn @OpinyeM @AIRTEL_KE @SafaricomPLC @SuperMetro_Ke Thanks u broo@Safaricom_Care @KuriaJoseph17 Sasa si mtangaze kwa your official pages, ni lazima tuskie izi communications from influencers ?",1,0,0,0,1,0,thanks u broo sasa mtangaze official pages lazima tuskie izi communications influencers
09:17 @NBOExpresswayKE there has been an accident near airtel before capital center exit on the expressway inbound.… https://t.co/MnOuaEvRsG@Saitotilema19 @BettKMax @SafaricomPLC Because you're not related,0,0,1,0,1,0,accident near airtel capital center exit expressway inbound related
"To all Telcos companies in kenya, you need to address the issue of sim swapping with seriousness it deserve.… https://t.co/UI7M6xc5dVSafaricom and Visa have launched a virtual Visa card that enables M-Pesa customers to make international online payments directly from their M-Pesa accounts at competitive rates.  It is available on the M-Pesa App under ""Grow"". Just tried it and got a rate of 130.15 for Euros  https://t.co/twI6iiCXvb",0,0,1,1,0,0,telcos companies kenya need address issue sim swapping seriousness deserve visa launched virtual visa card enables pesa customers make international online payments directly pesa accounts competitive rates available pesa app grow tried rate euros
"@AlexWanyui @AlexWanyui :  Hi Alex, we value your sentiments which have been duly captured as feedback. We regret the inconvenience. ^ES@AIRTEL_KE response to issues here on Twitter is so poor, you tweet them or dm but they respond after a week or eve… https://t.co/6jSHG4SsmP",0,0,1,0,0,1,value sentiments duly captured feedback regret inconvenience es response issues twitter poor tweet respond week eve
"@nampwera1 @MusekuraMorgan @UmemeLtd @Airtel_Ug It's not a network service provider.
Do you also want to say that t… https://t.co/mltzne4nOz@kipdemas @Safaricom_Care Problem is that how do u know genuine fraud or stage managed fraud?",1,0,0,0,0,1,network service provider also want say problem u know genuine fraud stage managed fraud
"Hi @AIRTEL_KE how long do you plan to ignore my issue?@FaithKe60841026 Hi Fay, DM https://t.co/jF6LqBUAqM the affected number, full name and I.D number we assist. ^RI",0,0,1,0,1,0,long plan ignore issue fay affected number full name number assist ri
"@Donsamoei Hi Kiplagat,you will dial ##62#OK to deactivate the divert.^NN@guylikericky @AIRTEL_KE have good data plans",1,0,0,1,0,0,kiplagat dial ok deactivate divert nn good data plans
@Safaricom_Care @BrayoehNgetich Is this the True safaricom @SafaricomPLC@GuantaiLilian We understand the need and continue to invest in Airtel Money services to serve you better. ^Caro,1,0,0,1,0,0,true safaricom understand need continue invest airtel money services serve better
"@AIRTEL_KE Which is the cheapest data plan for you, I need to buy them.monthly bundle@Safaricom_Care @BrayoehNgetich Please send us a text message on the same, ndio tujue ni legit",0,1,0,1,0,0,cheapest data plan need buy monthly bundle please send text message legit
"With anyone. They might come ata with the CEO mwenyewe but dont give your details out. @AIRTEL_KE conmen are out here tanishing ur name in order to con people. They even have access to your branded cars and branded material@BravinYuri If safaricom have never given this code to it's customers for subscription, how can the later know you're not one of the frauds?",0,1,0,0,0,1,anyone might come ata ceo mwenyewe dont give details conmen tanishing ur name order con people even access branded cars branded material safaricom never given code customers subscription later know one frauds
"@___Saddam Hi @___Saddam , please note deactivating call cost notification will also mean that you will not get data depletion messages ,please confirm if we can go ahead and DM your number. ^Caro@Safaricom_Care @Mercynicky_ So itaibiwa pesa kwanza ndio hii iwawork?.Could on this drama be an inside job?",1,0,0,0,1,0,please note deactivating call cost notification also mean get data depletion messages please confirm ahead number itaibiwa pesa kwanza iwawork could drama inside job
"@AIRTEL_KE Can I have a timeline?@Vikkiee8 @SafaricomPlcC_a @Safaricom_Care @SafaricomPLC the above account is fake 
Tried conning my sister",0,1,0,0,0,1,timeline account fake tried conning sister
Day 5of @AIRTEL_KE refusing to either give me bundles I paid for or refund my money. They are now ignoring my tweets and emails.@Safaricom_Care I just want to talk  https://t.co/oap4Fab1xh,0,0,1,1,0,0,day refusing either give bundles paid refund money ignoring tweets emails want talk
@Malela__ @SafaricomPLC @Safaricom_Care @PeterNdegwa_ That shitty communication network will shut it's shops in Kenya very soon. Fraudsters@AIRTEL_KE  Hi how can I block my lost line,0,0,1,0,0,1,shitty communication network shut shops kenya soon fraudsters block lost line
"Jambo @AIRTEL_KE, why do you have a limit on the number of data bundles I am supposed to consume per day? Now I can… https://t.co/NdheXFKsyo@ltsMkenya Hi, Postpay lines cannot be swapped by M-PESA agents hence this is applicable to prepay lines. ^KD",1,0,0,0,1,0,jambo limit number data bundles supposed consume per day postpay lines cannot swapped pesa agents hence applicable prepay lines kd
"@Lord_RAI0 Hi Balenciaga, one gets such alerts when they have exhausted data bundles and data icon is on . Please recharge with data . ^Caro@SafaricomPLC Network zenyu hazishiki fitty MTU akiwa pale Kwa Choo.",0,0,1,0,1,0,balenciaga one gets alerts exhausted data bundles data icon please recharge data network zenyu hazishiki fitty mtu akiwa pale choo
"b'@assangye @DanM_ke @Degrata254 @SafaricomPLC @AIRTEL_KE @TelkomKenya Let me try them'@Sirjkn @Sirjkn :  Hi John, you can only pay to international online merchants using the virtual card. For more information see here  https://t.co/wAp54XuqCg ^ES",0,1,0,0,0,1,b let try john pay international online merchants virtual card information see es
"Sometimes i think safaricom steals from us. Mine get finished before date 20th hata😅 https://t.co/Wm6rpTjKYe@muthomimuthomi @CBKKenya @Safaricom_Care @KeEquityBank @NCBABankKenya @AIRTEL_KE With our data all over and no proper data protection in place, Safaricom and others have to invest in having their presence everywhere, so that sensitive things like swapping lines is done by their staff, and they would take responsibility if things go wrong. Not 3rd parties",0,0,1,0,0,1,sometimes think safaricom steals mine get finished date th hata data proper data protection place safaricom others invest presence everywhere sensitive things like swapping lines done staff would take responsibility things wrong rd parties
"@SafaricomPLC There's something wrong with my card, something like that@AIRTEL_KE  Is this link from you? If so Why do send your customers strange links? Why not known official Airtel pl… https://t.co/q3rfpvoQLh",0,0,1,0,0,1,something wrong card something like link send customers strange links known official airtel pl
"@SafaricomPLC my scratch is damaged, can you help top up my line?b'@lewiekabz Vipi Lewie,\nTunatumai uko salama.\n\nTo top up your Betika Account, go to your Airtel SIM tool kit menu, s\xe2\x80\xa6 https://t.co/8aJdzHfbfo'",1,0,0,1,0,0,scratch damaged help top line b vipi lewie ntunatumai uko salama n nto top betika account airtel sim tool kit menu xe x xa
"b'@LuiczeEarnest Happy birthday Luicze, keep it airtel for upcoming offers. ^Caro'b'@DCI_Kenya @PoliceKE Hi, yesterday i sent money to the wrong number. My efforts to reverse the transaction have end\xe2\x80\xa6 https://t.co/uTB5DoPOQu'",1,0,0,0,0,1,b happy birthday luicze keep airtel upcoming offers b yesterday sent money wrong number efforts reverse transaction end xe x xa
@ChrisKakyo @Airtel_Ug @BMKGiftSnr1 @IvanKaahwa @EvanzKing @LuizWagaba @NawongaSuzanE @janegisha @vincekakooza… https://t.co/pD5DQUGAmF@SafaricomPLC Thanks,0,1,0,1,0,0,thanks
@man_mtk1 @Mocha__H @osoroKE @AIRTEL_KE @Safaricom_Care  kindly confirm   ama uyu pia ni mkora,0,1,0,0,1,0,kindly confirm ama uyu pia mkora
@Safaricom_Care jambo. Unfortunately i sent the wrong amount to klpc token purchase. Sent a reversal SMS but im yet to get a reply... Kindly assist.Some idiot tried to con me claiming he sent money to my phone number and he wants a refund @Airtel_Ug please do som… https://t.co/b1Isfxphes,0,0,1,0,0,1,jambo unfortunately sent wrong amount klpc token purchase sent reversal sms im yet get reply kindly assist idiot tried con claiming sent money phone number wants refund please som
"b'@Airtel_Ug Wondering y conmenz like airtel line'b'@mousah_musah Hello, kindly DM the transaction message and your number for follow up and assistance.^PO'",1,0,0,0,0,1,b wondering conmenz like airtel line b hello kindly transaction message number follow assistance po
@Evelynmuoki @SafaricomPLC @AIRTEL_KE @Safaricom_Care 😂😂@SafaricomPLC Thanks for the feedback. Would also confirm if the attached account is associated with safaricom? The last time I dealt with this line I sensed fraudulent services.  https://t.co/jLptIHV8lq,0,1,0,0,0,1,thanks feedback would also confirm attached account associated safaricom last time dealt line sensed fraudulent services
"@AIRTEL_KE Check. NO.  106565263@Safaricom_Care what's happening with my line.
Nothing is going through.",0,0,1,0,1,0,check happening line nothing going
@AIRTEL_KE check DM!!@Safaricom_Care is this true or uet another scam from the uda hustlers in bomet? https://t.co/AJu4WqYjR7,0,1,0,0,0,1,check true uet another scam uda hustlers bomet
"Hi, @AIRTEL_KE @AIRTEL_KE Mlikataa kurekebisha network yenu huku? So mkujie hizi booster zenu basi?@CA_Kenya@OutLook470 @OutLook470 Good afternoon, this is being addressed. Sorry about that. ^KP",0,1,0,1,0,0,mlikataa kurekebisha network yenu huku mkujie hizi booster zenu basi good afternoon addressed sorry kp
"@Asmali77 Your number cannot be replaced from an M-PESA Agent. For any SIMSwap request kindly visit the nearest Safaricom shop.@JudastheKisser Hi Judas,Please send C.V to hr@ke.airtel.com ,if a Vacancy arises and you are shortlisted,team will get back to you.^Caro",1,0,0,1,0,0,number cannot replaced pesa agent simswap request kindly visit nearest safaricom shop judas please send c v hr airtel com vacancy arises shortlisted team get back
"@Safaric7m_Care Someone just called my the number I have DMd you with this number. 0202300370 
Can you confirm that… https://t.co/KuCEGFG2hD@AIRTEL_KE 🤣🤣🤣are you guys for real🤦🏾‍♀️ I have called #100 three times today. Two of your customer care hang up,on… https://t.co/ZOaA1ZirBX",1,0,0,1,0,0,someone called number dmd number confirm real called three times today two customer care hang
"@SafaricomPLC @SafaricomPLC i have requested my mpesa statement like 10 times without a reply. Whats going on in your heads? 0707204994 jessemurithi@gmail.com@Airtel_Ug Why was that decision made? SMS messages I do not worry but voice minutes 

That is a true challenge to the value of this plan",1,0,0,1,0,0,requested mpesa statement like times without reply whats going heads jessemurithi com decision made sms messages worry voice minutes true challenge value plan
@AIRTEL_KE hii ni ukweli Btw..And for the info you guys have the worst data plans too https://t.co/bJ4D3cs0wQ@jrobah @Safaricom_Care @SafaricomPLC would you suggest this?,0,0,1,0,1,0,ukweli btw info worst data plans would suggest
"@IamKilonzo Hi Kilonzo,please DM your number and the full transaction message.^Caro@Malela__ @SafaricomPLC @Safaricom_Care @PeterNdegwa_ That shitty communication network will shut it's shops in Kenya very soon. Fraudsters",1,0,0,0,0,1,kilonzo please number full transaction message shitty communication network shut shops kenya soon fraudsters
"If you are a Safaricom subscriber, to avoid being a Victim of the SIM SWAP FRAUD, dial  *100*100# to activate anti-… https://t.co/aIWJY0Uy48@AIRTEL_KE Are you having trouble selling your car this guys got you covered  join group 
Buy and sell your car her… https://t.co/K6hfN4rjVt",0,0,1,0,0,1,safaricom subscriber avoid victim sim swap fraud dial activate anti trouble selling car covered join group buy sell car
"@JasmineIsabel11 Hi, we value you. Check our offers on *544*0# ^Caro@muthomimuthomi @CBKKenya @Safaricom_Care @KeEquityBank @NCBABankKenya @AIRTEL_KE With our data all over and no pro… https://t.co/mtf4dJVOwQ",1,0,0,0,1,0,value check offers data pro
"@Safaricom_Care ,is this code working to prevent sim swapping as rumours indicate?

*100*100#

It's urgent@candwongj @Airtel_Ug @Airtel_Ug has no service centre in Moroto, it's only as good as an agent's stall 😂😂😂🙌",1,0,0,1,0,0,code working prevent sim swapping rumours indicate urgent service centre moroto good agent stall
@SafaricomPLC would you confirm if this USSD code is valid: *100*100# and if it can protect subscribers from the SIM Swap nightmare.@pkihoi @dennistush @saniegoJaccque @ArapTilingi Nowadays @AIRTEL_KE data doesn't last like it used to. 10gb haimal… https://t.co/nVzQ5PHZLq,1,0,0,1,0,0,would confirm ussd code valid protect subscribers sim swap nightmare nowadays data last like used gb haimal
"@matutu_linda Hi @matutu_linda kindly share you name, number and ID via this DM link https://t.co/jF6LqBUAqM ^VK.@wanza_phylis The system needs the serial number and 6 visible pin digits. ^Caro",1,0,0,1,0,0,kindly share name number id via link vk system needs serial number visible pin digits
"@NationAfrica True, and I keep on wondering why airtel's network isn't robust as @SafaricomPLC while indoors. Could it be that engineers at airtel sabotage the company by installing substandard network equipment or could it be that they don't get the same spectrum as safaricom from @CA_Kenya?",0,0,1,1,0,0,true keep wondering airtel network robust indoors could engineers airtel sabotage company installing substandard network equipment could get spectrum safaricom
"@Airtel_Ug Better hurry please i need to subscribe to my monthly package before Big brother starts.@kemboi_jnr_2 @Safaricom_Care violation on humanity.What's your take on this issue?Zuri should be tamed, right?",1,0,0,0,0,1,better hurry please need subscribe monthly package big brother starts violation humanity take issue zuri tamed right
"So sad...this is my colleague!!
No help from @Safaricom_Care 

Sim card swap: How Farah Bashir lost Sh2.6m to fraud… https://t.co/k3w8aLD8cX@AIRTEL_KE you have to wait for 1hour for purchased data to reflect. Upgrade your system this is embarrassing. 0736623600",0,0,1,0,0,1,sad colleague help sim card swap farah bashir lost sh fraud wait hour purchased data reflect upgrade system embarrassing
Sending money across borders is easy with #AirtelMoney. Receive Airtel Money in Kenya from more than 200 countries through @WesternUnion.  https://t.co/IrVBd6qMq9@BravinYuri Normalise suing @SafaricomPLC,1,0,0,0,0,1,sending money across borders easy airtelmoney receive airtel money kenya countries normalise suing
@NationAfrica @AIRTEL_KE @Airtel_Presence @airtelindia @airtelnews @Airtel_Ug  Need to work on this. Kenyans don't have a real alternative to @SafaricomPLC@SteveChacha5 @joan_wambugu @safaricom_WIT @SafaricomPLC Thank you.,0,1,0,1,0,0,need work kenyans real alternative thank
@AIRTEL_KE We Jemo toka hapa 🤭😂😂😂... Hutaki kuona bro aki guzwa na End Month😜@moneyacademyKE Ethiopia is hotel california...getting In is easy getting out impossible...how these banks and safa… https://t.co/TjZOHvdkVl,0,1,0,1,0,0,jemo toka hapa hutaki kuona bro aki guzwa end month ethiopia hotel california getting easy getting impossible banks safa
Happy Madaraka Day guys. What do you usually look forward to during the Madaraka Day celebrations? #Airtel4G@Safaricom_Care my line can receive calls but cannot make outbound calls yet I have enough airtime,1,0,0,0,1,0,happy madaraka day usually look forward madaraka day celebrations airtel g line receive calls cannot make outbound calls yet enough airtime
"@Airtel_Ug Nothing, absolutely nothing. First of all your charges f**king high, your data drains like a sip on a st… https://t.co/kS5Kl7LBwC@Ole_Kanaiya @Zuku_WeCare @Safaricom_Care Aki! Now @Zuku_WeCare needs to refund the payment I have made today",1,0,0,0,1,0,nothing absolutely nothing first charges f king high data drains like sip st aki needs refund payment made today
b'@MakauWaMuli @citizentvkenya Switch to airtel tv'@safaricmpesa5 @TimAnguza @Safaricom_Care oya oya be on the look out for such accounts. They’re fraudsters responding in similar fashion as your agents to get personal information,0,1,0,0,0,1,b switch airtel tv oya oya look accounts fraudsters responding similar fashion agents get personal information
"@Safaricom_Care Hello, there are thesebmessages circulating informing to dial *100*100# to stop fraudulent SIM card… https://t.co/oOwsw0CJcl@Iconic035 Sasa @Iconic035 , offer hizo ziliisha . Of course we miss you. Keep it locked for upcoming offers . ^Caro",0,0,1,0,0,1,hello thesebmessages circulating informing dial stop fraudulent sim card sasa offer hizo ziliisha course miss keep locked upcoming offers
"@Airtel_Ug @RuthMugisa No in this economic depression 
Only Airtel data runs out faster
Airtel don't complain about that@kinjeketile @SafaricomPLC @PeterNdegwa_ As a shareholder I believe you are invested in increasing shareholder returns and the company's continued growth but this little teething problems may undo all your previous predicessors good works.",0,0,1,1,0,0,economic depression airtel data runs faster airtel complain shareholder believe invested increasing shareholder returns company continued growth little teething problems may undo previous predicessors good works
"@izkctm @Safaricom_Care I thought it was me alone. We have rise against this theft@Airtel_Ug when I buy the Freaky Friday bundle while I have a running weekly/monthly bundle, which will be used first?",0,0,1,0,0,1,thought alone rise theft buy freaky friday bundle running weekly monthly bundle used first
"@BongoStrange Hello, kindly check our special offers via *544#and select option 0.^Caro@Safaricom_Care @BrayoehNgetich Just out of curiosity, what if the SIM swap is illegally done by an insider (your employee)?",1,0,0,0,1,0,hello kindly check special offers via select option curiosity sim swap illegally done insider employee
"@OtienoEdwin16 Hi Edwin, we are committed to enhancing network coverage across the country to serve you better . Please DM us more details on your number , affected service , nearest landmark and our team will look into it . ^CaroIf you are a Safaricom subscriber, to avoid being a Victim of the SIM SWAP FRAUD, dial  *100*100# to activate anti-… https://t.co/pc98hi4MSj",1,0,0,0,0,1,edwin committed enhancing network coverage across country serve better please details number affected service nearest landmark team look caroif safaricom subscriber avoid victim sim swap fraud dial activate anti
Hello @AIRTEL_KE how comes the network has been shitLet @Safaricom_Care clarify! https://t.co/P7N7NC8Hoi,0,0,1,0,1,0,hello comes network shitlet clarify
🤣🤣🤣🤣🤣 Safaricom thinks this is a massive offer. I usually get 30GB @1k from Airtel and 50GB @1k from Telkom. https://t.co/VzpdAF24rT@jrobah I have never been able to swap mine at an agent because @Safaricom_Care told me that I have a 'golden' number.,0,1,0,1,0,0,safaricom thinks massive offer usually get gb airtel gb telkom never able swap mine agent told golden number
"If you are a Safaricom subscriber, to avoid being a Victim of the SIM SWAP FRAUD, dial  *100*100# to activate anti-… https://t.co/3r8I75euEPb'@mtnug @Airtel_Ug  this is how they steal me from you .. \xf0\x9f\x8e\x89'",0,0,1,0,0,1,safaricom subscriber avoid victim sim swap fraud dial activate anti steal xf x f x e x
"@Ma3Route @TinookJR Kenha slept on the job here, they never considered both side of the road, from Airtel to Mlolon… https://t.co/fkLBgzQDIa@Safaricom_Care jambo. Unfortunately i sent the wrong amount to klpc token purchase. Sent a reversal SMS but im yet to get a reply... Kindly assist.",0,1,0,0,0,1,kenha slept job never considered side road airtel mlolon jambo unfortunately sent wrong amount klpc token purchase sent reversal sms im yet get reply kindly assist
"@KijanaaSpecs Please confirm location for follow up.^Caro@Charism91229892 Hello Vincent, you will need 12,000 points for  https://t.co/MLLkGjuCCQ. Add more points.^FO",1,0,0,0,1,0,please confirm location follow hello vincent need points add points fo
@TheKenyanBoy @Safaricom_Care @SafaricomPLC Yes they. Luckily they don't add another Mpesa processing fee on international transactions.Guys: How long does Chillax Airtel data bundles last please?,1,0,0,1,0,0,luckily add another mpesa processing fee international transactions long chillax airtel data bundles last please
"@kigotho_esther Hi Esther , please DM number and transaction message for follow up. ^Caro@izkctm @Safaricom_Care I thought it was me alone. We have rise against this theft",1,0,0,0,0,1,esther please number transaction message follow thought alone rise theft
"@allan_wekesa @teryadagala Hi Allan, following up on recharge . ^Caro@izkctm @Safaricom_Care I thought it was me alone. We have rise against this theft",0,1,0,0,0,1,allan following recharge thought alone rise theft
"@LeoNyikuli Hi Leo. Your feedback is appreciated. The process is for use in blocking fraudulent sim swap attempts. You can learn more on this on  https://t.co/zkpuJJ9MxA .^WM@Airtel, my line went off yesterday, what could be the problem?",0,0,1,0,0,1,leo feedback appreciated process use blocking fraudulent sim swap attempts learn wm line went yesterday could problem
Only you acknowledged my lonely existence today @AIRTEL_KE https://t.co/yIgNJ4UPzb@SafaricomPLC @mcyrus2005 Naogopa kukuza iyo link walai,0,0,1,0,1,0,acknowledged lonely existence today naogopa kukuza iyo link walai
"@ThikaRoadke Hi @ThikaRoadke , yes the area is covered. ^Caro@justinochieng13 @Safaricom_Care @OstineKE Wanaihepa mbaya😂😂",1,0,0,0,1,0,area covered wanaihepa mbaya
"@KikambiG thank you for writing to u. To transfer funds from your Airtel money to your account, please follow the b… https://t.co/S13THpBDSS@tozabakari @Safaricom_Care Hii story yakuekeleana pishori nayo imecomplicate zaidi",1,0,0,0,1,0,thank writing u transfer funds airtel money account please follow b story yakuekeleana pishori nayo imecomplicate zaidi
"@Brunoma08099381 @Brunoma08099381 Jambo Bruno, tafadhali epuka watu kama hao kwani ni fraudsters, fuliza limit inaongezwa kwa hiari ya bank kulingana na matumizi yako ya huduma za safaricom, vile unasave kwenye savings accounts zako na vile unatumia deni zile unapata tayari. ^BO@Airtel_Ug good morning. Is there something wrong with your app?

I can't go beyond this stage and if ""I 'm not con… https://t.co/niDgADmJp7",0,0,1,0,0,1,jambo bruno tafadhali epuka watu kama hao kwani fraudsters fuliza limit inaongezwa hiari bank kulingana matumizi yako huduma safaricom vile unasave kwenye savings accounts zako vile unatumia deni unapata tayari bo good morning something wrong app beyond stage con
"@Shavin_ Kindly Dm your number for follow up on the issue.^CaroAfter waiting for a brand new CVV code, I'm still getting the same problem @Safaricom_Care",1,0,0,0,0,1,kindly number follow issue caroafter waiting brand new cvv code still getting problem
"b'@homeboy_247 Hi, sincere apologies for the experience. Kindly dm number and the issue in details we follow up to serve you better. ^Caro'@Skelta_helter @Safaricom_Care @__Jijo_ @ZERO_MIND_1 @samuelwaititu12 @bobbymhenga @danniewakiambu @TheDopestLyon @Safaricom_Care 👀🤕",1,0,0,0,1,0,b sincere apologies experience kindly number issue details follow serve better
"b'@bannet001 @Airtel_Ug @airtelug dial*175#'@mutheeevans1 Hi Muthee. Our apologies. DM https://t.co/jF6LqBUAqM  the location details, your number, any error me… https://t.co/VNrTvp3zWX",0,1,0,0,0,1,b dial muthee apologies location details number error
"Safaricom said: 

And nothing else. This was over 100k lost. 

We can't live in such a world, where nothing can be… https://t.co/Xn1oqHlxN6@AIRTEL_KE when will you standardise your network  it's too weak here in kitale",0,0,1,0,0,1,safaricom said nothing else k lost live world nothing standardise network weak kitale
"@Mejoelynn @Mejoelynn Hi Lynn, this is our official twitter handle. As you can see, it is verified with a blue badge. Please forward any fraudulent numbers to 333 (free) for necessary action. ^KPb""RT @DanM_ke: @Degrata254 Leave @SafaricomPLC  out your data plans. Unless it's the home fiber and nice nice offers. Normalize using @AIRTEL\xe2\x80\xa6""",1,0,0,1,0,0,lynn official twitter handle see verified blue badge please forward fraudulent numbers free necessary action kpb rt leave data plans unless home fiber nice nice offers normalize xe x xa
"Airtel promises good network but it's not. https://t.co/jrPPRPuDPib'RT @judah_mut: Ruto needs to educate his bootlickers on how to communicate. Yesterday was the DO on Safaricom and other leading brands, tod\xe2\x80\xa6'",1,0,0,0,1,0,airtel promises good network ruto needs educate bootlickers communicate yesterday safaricom leading brands tod xe x xa
"@ainnocent861 @iamKayitaMoses @GladysOkiria @KaMamiKattu @Dude_Uganda @mtnug @Airtel_Ug @LorashV @BlackeyEyed… https://t.co/NPbZSe4uq0Old enough to know better, but still young enough to get away with it. Today, we celebrate ME!.  @Safaricom_Care don't load those bundles as usual, treat this as special and send me M-pesa nipange watu wangu.",0,1,0,1,0,0,enough know better still young enough get away today celebrate load bundles usual treat special send pesa nipange watu wangu
"#AirtelSmartPlans is an interesting initiative, given  #Datablasta bundles cost UGX 150k for 81GB the voice minutes… https://t.co/93s3wZB0N3b'@KeEquityBank @SafaricomPLC @Safaricom_Care I once made a Payment to a wrong Till and it only took Safaricom less t\xe2\x80\xa6 https://t.co/XEd43nN5Dc'",1,0,0,0,0,1,airtelsmartplans interesting initiative given datablasta bundles cost ugx k gb voice minutes made payment wrong till took safaricom less xe x xa
@Abdul_76er Hi Abdul. It is not limited. It can be used for any service that allows for visa payment. ^MM@AIRTEL_KE Whats wrong with your network today??  Too slow 🤔🤔,0,0,1,0,0,1,abdul limited used service allows visa payment mm whats wrong network today slow
@AIRTEL_KE  naona tukirudi tu safsricom. Thank you for your bundle services!All Safaricom Scandals starts from Safaricom Mpesa Agents....Those agents are the main culprits.,1,0,0,0,0,1,naona tukirudi safsricom thank bundle services safaricom scandals starts safaricom mpesa agents agents main culprits
